# Document_ID	StartOffset	EndOffset	Abbreviation	Definition	Definition_lemmatized
S1139-76322011000100011-1.txt	SHORT_FORM	HTBI	SHORT-LONG	LONG_FORM	 con el diagnóstico de hiperfosfatasemia benigna transitoria de la infancia 
S1139-76322011000100011-1.txt	SHORT_FORM	Ca	SHORT-LONG	LONG_FORM	calcio
S0211-69952009000600023-1.txt	SHORT_FORM	HPTS	SHORT-LONG	LONG_FORM	 Tres años después de la hemodiálisis presenta hiperparatiroidismo secundario 
S1139-76322015000100010-1.txt	SHORT_FORM	ANA	SHORT-LONG	LONG_FORM	 anticuerpos antinucleares 
S1139-76322015000100010-1.txt	SHORT_FORM	ANCA	SHORT-LONG	LONG_FORM	anticitoplasma de neutrófilos
S1139-76322015000100010-1.txt	SHORT_FORM	ENA	SHORT-LONG	LONG_FORM	 anticuerpos extraíbles del núcleo 
S0211-69952014000200012-1.txt	SHORT_FORM	P3L3F2	SHORT-LONG	LONG_FORM	nica periportal 
S1139-76322015000500009-1.txt	SHORT_FORM	ECG	SHORT-LONG	LONG_FORM	 y el electrocardiograma 
S1139-76322015000500009-1.txt	SHORT_FORM	EFK	SHORT-LONG	LONG_FORM	l con excreción fraccional de potasio 
S1139-76322015000500009-1.txt	SHORT_FORM	EMG	SHORT-LONG	LONG_FORM	 La electromiografía  // mpoco se pudo realizar coincidiendo con la clínica la electromiografía  // 
S1139-76322015000500009-1.txt	SHORT_FORM	CPK	SHORT-LONG	LONG_FORM	 la determinación de creatinfosfocinasa 
S1139-76322017000200007-1.txt	SHORT_FORM	VSG	SHORT-LONG	LONG_FORM	velocidad de sedimentación globular
S1139-76322017000200007-1.txt	SHORT_FORM	CMV	SHORT-LONG	LONG_FORM	 y citomegalovirus 
S1139-76322017000200007-1.txt	SHORT_FORM	IGRA	SHORT-LONG	LONG_FORM	hora y el interferon-gamma release assays 
S1139-76322017000200007-1.txt	SHORT_FORM	VEB	SHORT-LONG	LONG_FORM	rr 
S1139-76322017000200007-1.txt	SHORT_FORM	PAAF	SHORT-LONG	LONG_FORM	punción aspiración con aguja fina
S1889-836X2015000100003-1.txt	SHORT_FORM	RMN	SHORT-LONG	LONG_FORM	resonancia magnética nuclear
S1889-836X2015000100003-1.txt	SHORT_FORM	UMO	SHORT-LONG	LONG_FORM	Unidad Metabólica Ósea
S1889-836X2015000100003-1.txt	SHORT_FORM	TAC	SHORT-LONG	LONG_FORM	tomografía axial computarizada
S0211-69952014000200012-1.txt	SHORT_FORM	P3L3F2	SHORT-LONG	LONG_FORM	 se diagnosticó en 1984 y una biopsia hepática en el año 2000 mostró una hepatitis crónica periportal 
S1139-76322015000300015-1.txt	SHORT_FORM	PCR	SHORT-LONG	LONG_FORM	 reactiva 
S0211-69952016000300015-1.txt	SHORT_FORM	ADN	SHORT-LONG	LONG_FORM	ácido desoxirribonucleico
S0211-69952016000300015-1.txt	SHORT_FORM	RM	SHORT-LONG	LONG_FORM	resonancia magnética
S0212-16112010000100017-1.txt	SHORT_FORM	NP	SHORT-LONG	LONG_FORM	nutrición parenteral
S0212-16112010000100017-1.txt	SHORT_FORM	AGE	SHORT-LONG	LONG_FORM	ácidos grasos esenciales
S0212-16112010000100017-1.txt	SHORT_FORM	COL	SHORT-LONG	LONG_FORM	 colesterol 
S0212-16112010000100017-1.txt	SHORT_FORM	TG	SHORT-LONG	LONG_FORM	triglicéridos
S0212-16112010000100017-1.txt	SHORT_FORM	NE	SHORT-LONG	LONG_FORM	nutrición enteral
S0212-16112010000100017-1.txt	SHORT_FORM	PCR	SHORT-LONG	LONG_FORM	 reactiva 
